,Close_x,High_x,Low_x,Open_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_hour_pillar_minus_heavenly,-0.0393543,-0.0467043,-0.0340596,-0.0455863,-0.0562874,-0.0812305,0.2725,0.300556,0.984642,-0.0148644,0.0240278,-0.0207272,0.00884394,0.292192,0.273058,0.064381,0.0394254,,,,,,,,,-0.00509902,-0.0219764,-0.0146911,,-0.0315324,-0.0223941,-0.0231628,-0.0228117,-0.0812305,,0.995922,-0.00942039,,,0.274661,-0.00917126,0.00678494,0.0299697,0.0245133,-0.00936113,0.299903,0.0291563,-0.00678494,-0.0299697,-0.0908572,0.0287646,1,-0.0214565,-0.995922,0.00942039,0.0214565,0.0214565,-0.0151172,0.0196675,0.0156268,0.018024,-0.0131514,-0.00555012,0.0240278,0.00999683,-0.00156106,0.0253611,0.0256497,0.0177611,-0.0207272,0.0207272,0.00156106,-0.0253611,-0.0249039,-0.0182173,0.00863187,-0.0189627,-0.0156268,-0.018024,0.0303141,0.000497275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184247,-0.0214565,0.0197484,-0.0252443,0.0408606,,-0.0155175,-0.0214565,-0.0525713,0.0265564,0.00114072,,0.0264041,0.0214565,0.0354121,-0.0252443,0.00542298,,0.00682135,-0.0214565,0.00698835,-0.0265564,0.0238916,,-0.0272734,-0.0214565,-0.0310735,0.0252443,-0.00502336,,-0.0105141,0.0214565,-0.023967,0.0265564,-0.0318596,-0.0330543
current_hour_pillar_minus_earthly,0.457089,0.457363,0.455565,0.452473,0.208085,0.0342275,-0.0447083,-0.00716658,0.15342,-0.171041,-0.658026,0.297834,-0.0800904,0.0230263,-0.0417665,0.0434525,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0342275,,-0.0198776,0.0277763,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,-0.0214565,1,0.0198776,-0.0277763,-1,-1,-0.17628,0.130956,-0.0245532,-0.0657082,-0.360664,0.186312,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0820072,-0.0233338,0.0245532,0.0657082,0.244374,-0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,1,-0.0120352,0.951665,0.0688271,,-0.0159443,1,-0.0366058,-0.775036,0.015065,,0.021034,-1,-0.180301,0.951665,0.0657606,,0.0263659,1,-0.113378,0.775036,0.0416729,,-0.0215206,1,0.331513,-0.951665,-0.105511,,-0.02997,-1,-0.145169,-0.775036,0.00663007,0.45981
current_hour_pillar_minus_heavenly_sin,0.0371672,0.0454644,0.0318089,0.0443182,0.0566062,0.054193,-0.280499,-0.308638,-0.980887,0.0154345,-0.0229023,0.0210515,-0.0106919,-0.299827,-0.280813,-0.0591592,-0.0390861,,,,,,,,,0.00461732,0.0210682,0.0157584,,0.03157,0.0216285,0.0223411,0.0219868,0.054193,,-1,0.00958745,,,-0.282461,0.00669599,-0.00785769,-0.0304014,-0.0217122,0.0110629,-0.308273,-0.0266608,0.00785769,0.0304014,0.0877537,-0.0311697,-0.995922,0.0198776,1,-0.00958745,-0.0198776,-0.0198776,0.0156598,-0.0183339,-0.0179213,-0.0158838,0.0139361,0.00546603,-0.0229023,-0.0112193,0.00282279,-0.0248156,-0.0246758,-0.0177187,0.0210515,-0.0210515,-0.00282279,0.0248156,0.023437,0.0188203,-0.0108672,0.0188154,0.0179213,0.0158838,-0.0293684,0.000566003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0172651,0.0198776,-0.0202727,0.0238898,-0.0410964,,0.0164297,0.0198776,0.0516372,-0.0256375,-0.000708776,,-0.0256538,-0.0198776,-0.033185,0.0238898,-0.00465733,,-0.0068904,0.0198776,-0.0069318,0.0256375,-0.0242375,,0.0266491,0.0198776,0.0280704,-0.0238898,0.00424861,,0.0105588,-0.0198776,0.0258817,-0.0256375,0.0328842,0.030628
current_hour_pillar_minus_heavenly_cos,-0.00134782,0.00526395,-0.00915933,-0.00284247,0.0281333,-0.0534369,0.204409,0.207871,0.00446048,-0.0553474,0.019397,-0.00345937,0.00448717,-0.94686,0.20402,-0.01317,0.0109048,,,,,,,,,-0.0346756,0.0147048,-0.00446543,,0.0180445,0.0170297,0.0142708,0.013952,-0.0534369,,0.00958745,-1,,,0.204858,0.0075869,0.00477684,-0.0198384,0.000101335,-0.013749,0.209901,-0.000104994,-0.00477684,0.0198384,-0.0403404,-0.0394916,0.00942039,-0.0277763,-0.00958745,1,0.0277763,0.0277763,-0.0545009,-0.0103983,0.0481686,-0.00225677,0.0198578,0.0345727,0.019397,-0.00925648,0.0172143,0.0143764,0.0190578,0.00341174,-0.00345937,0.00345937,-0.0172143,-0.0143764,-0.025198,-0.000295456,0.0030486,-0.0105476,-0.0481686,0.00225677,-0.0246722,-0.0368512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0199841,-0.0277763,0.00608689,-0.0256478,0.0194037,,0.00112243,-0.0277763,0.00763502,0.0199107,-0.0223153,,-0.00982,0.0277763,0.00792868,-0.0256478,-0.0015807,,-0.0103707,-0.0277763,-0.0239278,-0.0199107,0.04585,,0.0047126,-0.0277763,0.00269285,0.0256478,-0.00205072,,0.0144502,0.0277763,0.0103387,0.0199107,-0.0356273,0.00161815
current_hour_pillar_minus_earthly_sin,-0.457089,-0.457363,-0.455565,-0.452473,-0.208085,-0.0342275,0.0447083,0.00716658,-0.15342,0.171041,0.658026,-0.297834,0.0800904,-0.0230263,0.0417665,-0.0434525,0.65515,,,,,,,,,-0.444449,-0.329307,-0.0304298,,0.0120328,-0.351315,-0.333867,-0.335925,-0.0342275,,0.0198776,-0.0277763,,,0.0423086,0.0265527,-0.0131471,-0.0109012,-0.0221617,-0.00453789,0.0071666,-0.00385891,0.0131471,0.0109012,0.0096229,0.00760373,0.0214565,-1,-0.0198776,0.0277763,1,1,0.17628,-0.130956,0.0245532,0.0657082,0.360664,-0.186312,0.658026,-0.0784233,0.542348,0.591836,0.698785,0.140363,-0.297834,0.297834,-0.542348,-0.591836,-0.873604,-0.22839,0.0820072,0.0233338,-0.0245532,-0.0657082,-0.244374,0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0335635,-1,0.0120352,-0.951665,-0.0688271,,0.0159443,-1,0.0366058,0.775036,-0.015065,,-0.021034,1,0.180301,-0.951665,-0.0657606,,-0.0263659,-1,0.113378,-0.775036,-0.0416729,,0.0215206,-1,-0.331513,0.951665,0.105511,,0.02997,1,0.145169,0.775036,-0.00663007,-0.45981
current_hour_pillar_minus_earthly_cos,-0.457089,-0.457363,-0.455565,-0.452473,-0.208085,-0.0342275,0.0447083,0.00716658,-0.15342,0.171041,0.658026,-0.297834,0.0800904,-0.0230263,0.0417665,-0.0434525,0.65515,,,,,,,,,-0.444449,-0.329307,-0.0304298,,0.0120328,-0.351315,-0.333867,-0.335925,-0.0342275,,0.0198776,-0.0277763,,,0.0423086,0.0265527,-0.0131471,-0.0109012,-0.0221617,-0.00453789,0.0071666,-0.00385891,0.0131471,0.0109012,0.0096229,0.00760373,0.0214565,-1,-0.0198776,0.0277763,1,1,0.17628,-0.130956,0.0245532,0.0657082,0.360664,-0.186312,0.658026,-0.0784233,0.542348,0.591836,0.698785,0.140363,-0.297834,0.297834,-0.542348,-0.591836,-0.873604,-0.22839,0.0820072,0.0233338,-0.0245532,-0.0657082,-0.244374,0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0335635,-1,0.0120352,-0.951665,-0.0688271,,0.0159443,-1,0.0366058,0.775036,-0.015065,,-0.021034,1,0.180301,-0.951665,-0.0657606,,-0.0263659,-1,0.113378,-0.775036,-0.0416729,,0.0215206,-1,-0.331513,0.951665,0.105511,,0.02997,1,0.145169,0.775036,-0.00663007,-0.45981
current_month_pillar_heavenly,0.0612271,0.0629333,0.0546994,0.0596716,0.110973,0.0429492,-0.0595815,-0.0200044,-0.045725,0.994717,0.0932318,-0.0500995,-0.179763,0.0488135,-0.0592348,0.0167958,0.145701,,,,,,,,,-0.198124,0.0893499,0.123943,,-0.0295799,0.117911,0.0986034,0.0984961,0.0429492,,-0.0156598,0.0545009,,,-0.0602765,-0.00081941,0.0552144,0.123793,0.0116073,0.0256398,-0.0177163,-0.0242514,-0.0552144,-0.123793,-0.0107841,-0.00226633,-0.0151172,-0.17628,0.0156598,-0.0545009,0.17628,0.17628,1,0.343825,-0.681778,0.0409753,-0.111302,-0.34775,0.0932318,-0.000797322,0.108645,0.0918183,0.106084,0.00107808,-0.0500995,0.0500995,-0.108645,-0.0918183,-0.138725,-0.045516,-0.175085,0.10393,0.681778,-0.0409753,0.176939,0.437045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0122237,-0.17628,-0.0416983,-0.162993,0.027116,,0.0441512,-0.17628,0.00205501,0.126816,0.141307,,-0.0438547,0.17628,0.0192549,-0.162993,0.138897,,-0.0282675,-0.17628,0.053977,-0.126816,-0.453963,,0.0459004,-0.17628,-0.138619,0.162993,0.02158,,0.0161614,0.17628,0.00658598,0.126816,0.128957,0.0772968
current_month_pillar_earthly,-0.178032,-0.173733,-0.183778,-0.180783,0.0749734,-0.0210475,-0.0510992,0.0774239,0.0423076,0.418132,0.178601,-0.366792,-0.0281424,0.0135288,-0.0563394,0.104658,0.168004,,,,,,,,,0.274789,-0.236398,0.0754439,,-0.00502425,-0.209918,-0.230842,-0.230246,-0.0210475,,0.0183339,0.0103983,,,-0.0536887,0.0126385,0.0925642,0.00074694,0.00322977,-0.0107301,0.0758028,0.0230308,-0.0925642,-0.00074694,-0.0350799,0.00959189,0.0196675,0.130956,-0.0183339,-0.0103983,-0.130956,-0.130956,0.343825,1,-0.240362,0.129688,-0.305773,-0.515569,0.178601,0.351996,-0.436536,0.273175,0.198726,0.383338,-0.366792,0.366792,0.436536,-0.273175,-0.0493469,-0.352587,-0.0365494,0.123422,0.240362,-0.129688,0.261527,0.389997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.077942,0.130956,-0.376495,-0.00899528,0.0803,,0.0872575,0.130956,0.320913,0.173423,0.223819,,-0.0934105,-0.130956,-0.433864,-0.00899528,0.0782339,,-0.0675792,0.130956,-0.223503,-0.173423,-0.409084,,0.0845709,0.130956,0.260632,0.00899528,0.0500216,,0.0688309,-0.130956,0.335473,0.173423,0.117488,-0.165088
current_month_pillar_heavenly_sin,0.0581349,0.0639738,0.0556133,0.0625336,0.0338854,-0.0291918,0.0734208,-0.00978113,0.0111577,-0.676174,-0.0462874,0.104014,0.652751,-0.0402733,0.0721276,-0.0517008,-0.074497,,,,,,,,,-0.0438033,0.06938,-0.121955,,0.0131315,0.0647383,0.0599573,0.0597395,-0.0291918,,0.0179213,-0.0481686,,,0.0795441,-0.0612566,-0.104167,-0.121172,0.00614686,0.0189746,-0.00856969,-0.000804724,0.104167,0.121172,-0.00562165,-0.0346825,0.0156268,-0.0245532,-0.0179213,0.0481686,0.0245532,0.0245532,-0.681778,-0.240362,1,0.0212994,0.138417,0.596,-0.0462874,-0.102914,0.108362,-0.0766569,-0.0550703,-0.0965249,0.104014,-0.104014,-0.108362,0.0766569,0.0165943,0.102945,0.649748,0.175775,-1,-0.0212994,-0.228674,-0.681437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00600029,-0.0245532,0.128835,0.0113796,0.109232,,-0.0342067,-0.0245532,0.130285,-0.0524583,-0.239899,,0.0386271,0.0245532,0.0435713,0.0113796,0.0370012,,-0.0111371,-0.0245532,-0.309983,0.0524583,0.521101,,-0.0175828,-0.0245532,0.185851,-0.0113796,-0.226036,,-0.0205913,0.0245532,-0.00825278,-0.0524583,-0.245454,0.0409095
current_month_pillar_heavenly_cos,-0.0599051,-0.0409589,-0.049721,-0.0407942,-0.0334352,-0.033113,-0.0429682,0.0681298,0.00634027,0.0573664,-0.0815453,0.104766,-0.00544035,0.00389398,-0.0360018,-0.0430747,-0.0329312,,,,,,,,,-0.084152,0.0828722,0.0217758,,-0.0176533,0.0815242,0.0843947,0.0844767,-0.033113,,0.0158838,0.00225677,,,-0.0352214,-0.085228,0.0681952,-0.0527381,0.00674915,-0.00829304,0.0680535,0.00494009,-0.0681952,0.0527381,-0.00844237,-0.00430102,0.018024,-0.0657082,-0.0158838,-0.00225677,0.0657082,0.0657082,0.0409753,0.129688,0.0212994,1,-0.679332,0.19194,-0.0815453,-0.078862,0.170029,-0.0900499,-0.0746864,-0.157704,0.104766,-0.104766,-0.170029,0.0900499,0.0222309,0.0867026,-0.024608,-0.211726,-0.0212994,-1,0.649593,-0.185591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00569941,-0.0657082,-0.0168366,-0.0134021,-0.0663008,,0.0260357,-0.0657082,-0.24397,-0.0501561,0.396397,,-0.00711503,0.0657082,-0.103545,-0.0134021,-0.0473871,,0.0433571,-0.0657082,0.0723201,0.0501561,-0.1509,,-0.0119472,-0.0657082,0.233542,0.0134021,-0.0459796,,-0.0239352,0.0657082,-0.234059,-0.0501561,0.279612,-0.0690919
current_month_pillar_earthly_sin,-0.235032,-0.240763,-0.245873,-0.244386,-0.140806,-0.00483562,0.0662348,-0.059746,-0.0759806,-0.139154,0.475465,-0.147819,0.115914,-0.0238688,0.0595687,0.0754802,0.163153,,,,,,,,,-0.125654,-0.25261,-0.0640244,,0.0268257,-0.273127,-0.257455,-0.258576,-0.00483562,,-0.0139361,-0.0198578,,,0.0616608,0.0513663,-0.0940823,0.0367559,-0.00776471,0.0338501,-0.0607456,0.00937622,0.0940823,-0.0367559,0.0198047,-0.0212021,-0.0131514,-0.360664,0.0139361,0.0198578,0.360664,0.360664,-0.111302,-0.305773,0.138417,-0.679332,1,0.0141349,0.475465,-0.144629,0.0505588,0.352614,0.434573,0.303288,-0.147819,0.147819,-0.0505588,-0.352614,-0.474295,-0.0453198,0.100284,0.294168,-0.138417,0.679332,-0.857829,0.0529768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00139992,-0.360664,0.186272,-0.396256,0.00460212,,-0.0217525,-0.360664,0.292169,0.388623,-0.391938,,0.0154107,0.360664,0.270587,-0.396256,-0.0751557,,-0.0464365,-0.360664,-0.127974,-0.388623,0.19391,,0.0150795,-0.360664,-0.354814,0.396256,0.162584,,0.0147758,0.360664,0.225852,0.388623,-0.301301,-0.231641
current_month_pillar_earthly_cos,0.298608,0.305478,0.295881,0.304934,0.00188812,-0.00153731,0.0400813,-0.0337834,0.0270495,-0.392859,-0.420166,0.645496,0.493049,-0.0344637,0.0429356,-0.00634638,-0.601623,,,,,,,,,-0.3637,0.579481,-0.0628681,,0.0038622,0.585983,0.575733,0.575378,-0.00153731,,-0.00546603,-0.0345727,,,0.0453298,-0.0535179,-0.0841249,-0.0407886,0.0300981,0.00522184,-0.0339278,0.00687652,0.0841249,0.0407886,-0.0257132,-0.0161971,-0.00555012,0.186312,0.00546603,0.0345727,-0.186312,-0.186312,-0.34775,-0.515569,0.596,0.19194,0.0141349,1,-0.420166,-0.544297,0.385551,-0.577116,-0.48877,-0.522464,0.645496,-0.645496,-0.385551,0.577116,0.341868,0.62969,0.462484,0.272347,-0.596,-0.19194,-0.0199513,-0.882124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0216274,0.186312,0.377627,0.355193,-0.0729917,,-0.0227658,0.186312,-0.15727,-0.510389,-0.00742363,,0.0402385,-0.186312,0.314062,0.355193,-0.0971644,,0.0167973,0.186312,-0.310619,0.510389,0.389376,,-0.0390603,0.186312,0.111315,-0.355193,-0.189511,,-0.0231702,-0.186312,-0.287423,-0.510389,-0.0198703,0.290792
current_year_pillar_heavenly,-0.556195,-0.550137,-0.566401,-0.559034,-0.0978658,-0.0295013,0.0153569,0.0292271,-0.0911608,0.115443,1,-0.651761,-0.000365349,-0.0136134,0.0121672,-0.00261787,0.631406,,,,,,,,,-0.0486587,-0.679296,0.0221853,,-0.00726955,-0.687842,-0.678524,-0.679587,-0.0295013,,0.0229023,-0.019397,,,0.0163271,-0.00664661,0.00292739,0.00708275,-0.0292674,0.0358751,0.0289711,0.00114124,-0.00292739,-0.00708275,0.0376467,-0.0309683,0.0240278,-0.658026,-0.0229023,0.019397,0.658026,0.658026,0.0932318,0.178601,-0.0462874,-0.0815453,0.475465,-0.420166,1,0.140781,-0.191986,0.916035,0.981417,0.814313,-0.651761,0.651761,0.191986,-0.916035,-0.940719,-0.484244,-0.00635829,-0.0798937,0.0462874,0.0815453,-0.429787,0.490069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00909765,-0.658026,-0.243827,-0.82687,-0.00873233,,0.00352078,-0.658026,0.266781,0.92282,-0.153113,,-0.00445854,0.658026,-0.0673092,-0.82687,-0.0423303,,-0.0270696,-0.658026,-0.120034,-0.92282,-0.164642,,0.0238479,-0.658026,-0.183411,0.82687,0.24902,,0.00753681,0.658026,0.426515,0.92282,-0.113242,-0.547226
current_year_pillar_earthly,0.230077,0.220566,0.229202,0.211196,0.293777,0.00408569,0.00692507,-0.00142402,0.0235756,0.0440975,0.140781,-0.842626,-0.154375,0.0132176,0.00356486,-0.0376258,0.372714,,,,,,,,,0.72727,-0.32911,0.0930338,,-0.0370017,-0.346876,-0.321604,-0.319296,0.00408569,,0.0112193,0.00925648,,,0.00570444,0.0212637,0.0239421,-0.0138771,-0.0247922,-0.00857871,-0.00121509,-0.00404807,-0.0239421,0.0138771,0.0148419,-0.00757643,0.00999683,0.0784233,-0.0112193,-0.00925648,-0.0784233,-0.0784233,-0.000797322,0.351996,-0.102914,-0.078862,-0.144629,-0.544297,0.140781,1,-0.631358,0.518516,0.294206,0.472058,-0.842626,0.842626,0.631358,-0.518516,-0.0294626,-0.93056,-0.143558,-0.0396788,0.102914,0.078862,-0.198201,0.467782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0249918,0.0784233,-0.324418,-0.140626,0.104074,,0.0302594,0.0784233,0.166915,0.382101,-0.0549099,,-0.0302411,-0.0784233,-0.246501,-0.140626,0.0586416,,-0.0198856,0.0784233,0.0912886,-0.382101,-0.105874,,0.0371021,0.0784233,0.026168,0.140626,0.108435,,0.0218392,-0.0784233,0.256447,0.382101,-0.0936487,0.243498
current_year_pillar_heavenly_sin,-0.122439,-0.123575,-0.112082,-0.107082,-0.265213,-0.013442,0.0312687,-0.0158609,-0.0962521,0.0654532,-0.191986,0.588078,0.151208,-0.0186989,0.0322595,-0.0270988,0.00702161,,,,,,,,,-0.741387,0.355041,-0.0904542,,0.0346268,0.346682,0.34637,0.344085,-0.013442,,-0.00282279,-0.0172143,,,0.0284853,0.0240782,-0.0265686,-0.0112278,0.0115376,-0.0304887,-0.0157413,-0.00322792,0.0265686,0.0112278,-0.0272494,0.0366795,-0.00156106,-0.542348,0.00282279,0.0172143,0.542348,0.542348,0.108645,-0.436536,0.108362,0.170029,0.0505588,0.385551,-0.191986,-0.631358,1,-0.356231,-0.200513,-0.725966,0.588078,-0.588078,-1,0.356231,-0.13098,0.561501,0.153447,0.107254,-0.108362,-0.170029,0.182515,-0.460598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0168883,-0.542348,0.353433,-0.258092,-0.110121,,0.000708388,-0.542348,-0.252988,-0.110567,0.133702,,-0.00528322,0.542348,0.351178,-0.258092,-0.0596272,,0.00319793,-0.542348,0.177837,0.110567,0.137363,,-0.013098,-0.542348,-0.208382,0.258092,-0.140804,,0.0157686,0.542348,-0.309101,-0.110567,0.126612,-0.138473
current_year_pillar_heavenly_cos,-0.390893,-0.390108,-0.399134,-0.400493,0.0230242,-0.0251705,0.0197237,0.0231877,-0.0782844,0.12743,0.916035,-0.895456,-0.055997,-0.00766918,0.0155014,-0.0223277,0.721904,,,,,,,,,0.216995,-0.706879,0.0529401,,-0.019839,-0.723337,-0.703633,-0.703729,-0.0251705,,0.0248156,-0.0143764,,,0.0197252,0.00643019,0.0108684,-0.00135186,-0.0357171,0.0242044,0.023073,-0.00119486,-0.0108684,0.00135186,0.0368459,-0.0267343,0.0253611,-0.591836,-0.0248156,0.0143764,0.591836,0.591836,0.0918183,0.273175,-0.0766569,-0.0900499,0.352614,-0.577116,0.916035,0.518516,-0.356231,1,0.969547,0.852612,-0.895456,0.895456,0.356231,-1,-0.845936,-0.792724,-0.0560139,-0.0769504,0.0766569,0.0900499,-0.446895,0.595192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0211255,-0.591836,-0.325705,-0.8108,0.029104,,0.0170532,-0.591836,0.283433,0.968056,-0.145031,,-0.0183247,0.591836,-0.1364,-0.8108,-0.0159299,,-0.0323916,-0.591836,-0.0445235,-0.968056,-0.178136,,0.0365012,-0.591836,-0.168775,0.8108,0.252437,,0.0182032,0.591836,0.45801,0.968056,-0.128847,-0.378536
current_year_pillar_earthly_sin,-0.502333,-0.498945,-0.511016,-0.507575,-0.0605283,-0.0296392,0.0211217,0.0258559,-0.0966753,0.132656,0.981417,-0.759185,-0.0169517,-0.0126577,0.0173261,-0.0157036,0.708046,,,,,,,,,0.0266547,-0.692351,0.0317051,,-0.0112884,-0.706253,-0.690979,-0.69177,-0.0296392,,0.0246758,-0.0190578,,,0.0213687,0.00220823,0.00498103,0.00187147,-0.0329867,0.0284802,0.0256753,-0.000348135,-0.00498103,-0.00187147,0.0364523,-0.0268098,0.0256497,-0.698785,-0.0246758,0.0190578,0.698785,0.698785,0.106084,0.198726,-0.0550703,-0.0746864,0.434573,-0.48877,0.981417,0.294206,-0.200513,0.969547,1,0.806334,-0.759185,0.759185,0.200513,-0.969547,-0.942181,-0.621532,-0.0197978,-0.0723401,0.0550703,0.0746864,-0.441569,0.527265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0174397,-0.698785,-0.26728,-0.876858,0.00151761,,0.0110046,-0.698785,0.265038,0.97745,-0.14365,,-0.012565,0.698785,-0.0764281,-0.876858,-0.0352367,,-0.0308219,-0.698785,-0.0690325,-0.97745,-0.166946,,0.0305267,-0.698785,-0.201856,0.876858,0.249272,,0.0149813,0.698785,0.43474,0.97745,-0.115395,-0.492567
