,Open_x,High_x,Low_x,Close_x,Volume_x,Dividends_x,Stock Splits_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_day_pillar_minus_earthly_sin,-0.0198281,-0.0121543,-0.012863,-0.00564822,-0.0899608,,,0.0296423,0.0111797,-0.106623,0.0492389,-0.00476018,0.0376467,-0.0318463,-0.00408511,-0.0635361,0.0283603,0.0311784,0.038709,,,,,,,,,-0.00916841,-0.0063941,0.023287,,-0.00177966,-0.00870351,-0.00456679,-0.00458,0.0296423,,0.0473401,-0.0837465,,,-0.00995004,0.278555,-0.0632242,-0.0249291,-0.863746,0.046005,-0.080913,-0.344844,0.0632242,0.0249291,1,-0.0123022,0.0482878,0.0096229,-0.0473401,0.0837465,-0.0096229,-0.0150774,-0.0102063,-0.00956224,-0.0150788,7.01507e-05,0.0171825,-0.030204,0.0376467,0.0148419,-0.0272494,0.0368459,0.0364523,0.0424976,-0.0318463,0.0318463,0.0272494,-0.0368459,-0.0284726,-0.025113,-0.00185278,-0.0149855,0.0150788,-7.01507e-05,-0.003011,0.0364043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0950769,0.0096229,-0.00377787,-0.0210273,-0.0605364,,-0.298312,-0.0096229,-0.0470489,0.031879,0.00347176,,-0.165193,0.0096229,0.0227534,-0.0210273,-0.0244393,,0.0969016,0.0096229,0.0330567,-0.031879,-0.0538309,,0.27616,-0.0096229,-0.0432534,0.0210273,0.0274139,,-0.241721,-0.0096229,-0.00695042,0.031879,0.0437391,0.00122901
current_day_pillar_minus_earthly_cos,-0.00117023,-0.00668983,-0.00363188,-0.0103023,0.0295618,,,0.028165,0.043254,-0.018509,-0.0486326,-0.00474318,-0.0309683,0.0226481,-0.0694816,-0.0250299,0.026027,0.0621117,0.0132918,,,,,,,,,0.0146285,-0.0108303,0.0430194,,-0.0219541,-0.00693697,-0.00753411,-0.00721922,0.028165,,-0.0486778,-0.0136576,,,0.0045178,0.403135,0.0146423,-0.0344302,-0.0346282,-0.868262,0.0202759,-0.406807,-0.0146423,0.0344302,-0.0123022,1,-0.0507266,0.00760373,0.0486778,0.0136576,-0.00760373,-0.00472076,-0.00634108,0.021828,-0.0345057,-0.009005,-0.0154686,-0.0221307,-0.0309683,-0.00757643,0.0366795,-0.0267343,-0.0268098,-0.0433948,0.0226481,-0.0226481,-0.0366795,0.0267343,0.0167158,0.0147508,-0.0733597,-0.00498526,0.0345057,0.009005,0.0229501,0.00196584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.296605,0.00760373,0.0307001,0.00466524,-0.071996,,0.116748,-0.00760373,0.000117769,-0.0185934,0.074182,,-0.256102,0.00760373,0.0105221,0.00466524,-0.0523923,,0.276275,0.00760373,0.0548475,0.0185934,-0.0458772,,-0.0872431,-0.00760373,-0.0387434,-0.00466524,0.0361305,,0.193295,-0.00760373,-0.0277544,-0.0185934,0.0732859,-0.010691
current_hour_pillar_minus_heavenly,0.0368564,0.042797,0.0226779,0.0315295,0.0626048,,,-0.105809,-0.15455,-0.173155,0.984635,-0.0244312,-0.00875611,0.0161602,-0.0237297,0.29878,-0.1531,-0.0560978,-0.026947,,,,,,,,,-0.016225,0.0268656,0.0101195,,0.0369701,0.0289432,0.0276461,0.0271647,-0.105809,,0.995903,0.00152647,,,-0.155921,0.00848415,-0.00296205,-0.0375599,-0.0184791,0.00233757,-0.172282,-0.0198535,0.00296205,0.0375599,0.0482878,-0.0507266,1,-0.0014941,-0.995903,-0.00152647,0.0014941,0.00585269,-0.0216897,-0.0284718,0.0116669,-0.0288198,0.0276917,0.0176029,-0.00875611,-0.0148784,0.012072,-0.0132438,-0.0104841,-0.0132757,0.0161602,-0.0161602,-0.012072,0.0132438,0.00597262,0.0160344,-0.0231285,-0.0168343,-0.0116669,0.0288198,-0.038901,-0.0179329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0264306,-0.0014941,0.00320501,0.00613132,-0.00407442,,0.0141351,0.0014941,0.0400922,-0.0108474,-0.0292945,,-0.0279424,-0.0014941,-0.0126207,0.00613132,0.00772097,,-0.0119225,-0.0014941,0.00635953,0.0108474,0.0367959,,0.0266425,0.0014941,0.00617059,-0.00613132,-0.0121212,,0.0170807,0.0014941,0.0157608,-0.0108474,-0.0156099,0.0277813
current_hour_pillar_minus_earthly,-0.452473,-0.457363,-0.455565,-0.457089,-0.208085,,,-0.0163782,0.0447083,0.00716658,0.173156,0.15846,0.658026,-0.297834,0.063966,0.0324186,0.0454139,-0.0423774,0.65515,,,,,,,,,-0.444449,-0.329307,-0.0304298,,0.0120328,-0.351315,-0.333867,-0.335925,-0.0163782,,0.000311192,0.0340012,,,0.0423086,0.0265527,-0.0131471,-0.0109012,-0.0221617,-0.00453789,0.0071666,-0.00385891,0.0131471,0.0109012,0.0096229,0.00760373,-0.0014941,1,-0.000311192,-0.0340012,-1,-0.969412,0.162732,-0.121127,0.0240926,0.0671784,0.367935,-0.187524,0.658026,-0.0784233,0.542348,0.591836,0.698785,0.140363,-0.297834,0.297834,-0.542348,-0.591836,-0.873604,-0.22839,0.0638297,0.0239149,-0.0240926,-0.0671784,-0.250238,0.1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0335635,1,0.0214362,-0.951665,-0.0718113,,0.0159443,-1,0.0239083,0.775036,-0.003694,,-0.021034,1,0.19236,-0.951665,-0.0828005,,-0.0263659,1,0.118607,-0.775036,-0.0402299,,0.0215206,-1,-0.3448,0.951665,0.122418,,0.02997,-1,0.140099,0.775036,-0.00596775,-0.45981
current_hour_pillar_minus_heavenly_sin,-0.0342866,-0.0400161,-0.0203941,-0.0293676,-0.0625981,,,0.0776278,0.106644,0.127432,-0.980914,0.0271845,0.00710451,-0.0150378,0.0213009,-0.305943,0.105389,0.0628665,0.0252672,,,,,,,,,0.0167812,-0.0258049,-0.0101461,,-0.0363055,-0.0276361,-0.026581,-0.0261047,0.0776278,,-1,-0.000814058,,,0.10797,-0.0099262,0.00354945,0.0364191,0.017562,-0.000839209,0.125934,0.0217005,-0.00354945,-0.0364191,-0.0473401,0.0486778,-0.995903,-0.000311192,1,0.000814058,0.000311192,-0.00404403,0.0246545,0.028724,-0.0143352,0.0279124,-0.0283201,-0.0173154,0.00710451,0.0145858,-0.0124823,0.0116296,0.00874471,0.012361,-0.0150378,0.0150378,0.0124823,-0.0116296,-0.00410412,-0.0151,0.0205191,0.0178928,0.0143352,-0.0279124,0.0394415,0.0187666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258437,-0.000311192,-0.00100355,-0.00420532,0.00242606,,-0.0139992,0.000311192,-0.0414482,0.00902034,0.0313052,,0.0266347,-0.000311192,0.0145901,-0.00420532,-0.00952279,,0.0117321,-0.000311192,-0.00498909,-0.00902034,-0.0389232,,-0.0244188,0.000311192,-0.00816646,0.00420532,0.013982,,-0.0171246,0.000311192,-0.0174332,0.00902034,0.0171382,-0.0258162
current_hour_pillar_minus_heavenly_cos,0.0281567,0.0222881,0.0259505,0.022778,0.0103473,,,-0.058709,-0.328549,-0.347763,-0.00744096,0.0612279,-0.0290089,0.0150756,-0.0209298,-0.948054,-0.327951,0.016257,-0.0316052,,,,,,,,,0.0306592,0.000436636,0.0127979,,0.00387227,-0.00111127,0.00152952,0.00157989,-0.058709,,-0.000814058,-1,,,-0.330055,-0.00221072,-0.00843813,-0.00174353,-0.0127531,0.0175444,-0.349187,-0.0154747,0.00843813,0.00174353,0.0837465,0.0136576,-0.00152647,-0.0340012,0.000814058,1,0.0340012,0.0332828,0.0619886,-0.0110882,-0.0664487,-0.0139794,-0.00245143,-0.0333433,-0.0290089,0.000917336,-0.0122353,-0.0260765,-0.0297703,-0.0130922,0.0150756,-0.0150756,0.0122353,0.0260765,0.0339992,0.0112219,-0.0196822,0.0116866,0.0664487,0.0139794,0.00259467,0.0425576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00604038,-0.0340012,-0.023555,0.0346262,-0.0288669,,0.0086833,0.0340012,0.021467,-0.0310194,0.0102484,,-0.00705227,-0.0340012,-0.0258747,0.0346262,0.00577265,,0.00434231,-0.0340012,0.0185575,0.0310194,-0.0460772,,0.011752,0.0340012,0.0098949,-0.0346262,0.00132454,,-0.00549128,0.0340012,0.0119102,-0.0310194,0.0397787,0.0165697
current_hour_pillar_minus_earthly_sin,0.452473,0.457363,0.455565,0.457089,0.208085,,,0.0163782,-0.0447083,-0.00716658,-0.173156,-0.15846,-0.658026,0.297834,-0.063966,-0.0324186,-0.0454139,0.0423774,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0163782,,-0.000311192,-0.0340012,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,0.0014941,-1,0.000311192,0.0340012,1,0.969412,-0.162732,0.121127,-0.0240926,-0.0671784,-0.367935,0.187524,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0638297,-0.0239149,0.0240926,0.0671784,0.250238,-0.1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,-1,-0.0214362,0.951665,0.0718113,,-0.0159443,1,-0.0239083,-0.775036,0.003694,,0.021034,-1,-0.19236,0.951665,0.0828005,,0.0263659,-1,-0.118607,0.775036,0.0402299,,-0.0215206,1,0.3448,-0.951665,-0.122418,,-0.02997,1,-0.140099,-0.775036,0.00596775,0.45981
current_hour_pillar_minus_earthly_cos,0.589695,0.595128,0.597071,0.59713,0.269507,,,0.0152803,-0.0385144,-0.0128221,-0.163522,-0.15683,-0.696023,0.214521,-0.0253932,-0.030466,-0.0388845,0.0286234,-0.678124,,,,,,,,,0.509509,0.40011,0.0387022,,-0.0185481,0.416578,0.40549,0.407944,0.0152803,,0.00404403,-0.0332828,,,-0.0368477,-0.0184479,0.0151249,0.00805585,0.0232086,-0.00334661,-0.0132663,0.00710089,-0.0151249,-0.00805585,-0.0150774,-0.00472076,0.00585269,-0.969412,-0.00404403,0.0332828,0.969412,1,-0.157534,0.0781616,-0.000449222,-0.0508855,-0.361088,0.226215,-0.694001,0.212408,-0.532288,-0.560525,-0.699295,-0.171523,0.214762,-0.214762,0.532288,0.560525,0.884712,0.113964,-0.0286538,0.0395052,0.000449222,0.0508855,0.154047,-0.169496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0220331,-0.963169,-0.0045621,0.912989,0.0735887,,-0.00360006,0.963169,-0.0322576,-0.739033,0.0042833,,0.0122188,-0.963169,-0.136732,0.912989,0.0563056,,0.0186381,-0.963169,-0.115682,0.739033,0.0855829,,-0.014489,0.963169,0.298035,-0.912989,-0.106439,,-0.0174217,0.963169,-0.134999,-0.739033,-0.023543,0.598677
current_month_pillar_heavenly,0.0657904,0.0703129,0.0630985,0.0710844,0.11485,,,0.00985588,-0.067318,-0.00566969,0.00705541,0.994685,0.0895247,-0.0618278,-0.184454,-0.0674109,-0.0706117,0.0145709,0.148184,,,,,,,,,-0.172382,0.0775401,0.13624,,-0.0266669,0.105051,0.0877737,0.087695,0.00985588,,-0.0246545,-0.0619886,,,-0.0702614,0.0165011,0.0710753,0.134906,0.000979621,0.0363466,-0.0045135,-0.010959,-0.0710753,-0.134906,-0.0102063,-0.00634108,-0.0216897,0.162732,0.0246545,0.0619886,-0.162732,-0.157534,1,0.36189,-0.687161,0.0390474,-0.114593,-0.358576,0.0895247,0.0171448,0.0897035,0.0949231,0.104208,0.00968283,-0.0618278,0.0618278,-0.0897035,-0.0949231,-0.129824,-0.0590815,-0.180193,0.106475,0.687161,-0.0390474,0.175461,0.442352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0214195,0.162732,-0.0385911,-0.154338,0.0341783,,0.0410961,-0.162732,0.0102438,0.125035,0.135981,,-0.0443512,0.162732,0.0128542,-0.154338,0.144088,,-0.0447061,0.162732,0.0586242,-0.125035,-0.451754,,0.0460655,-0.162732,-0.134965,0.154338,0.0164178,,0.0254211,-0.162732,0.00641381,0.125035,0.121985,0.0868798
current_month_pillar_earthly,-0.185408,-0.17638,-0.183236,-0.176275,0.0530859,,,-0.0158254,-0.0387926,0.0562876,-0.0491939,0.435809,0.190397,-0.374042,-0.0120492,0.00062574,-0.0348139,0.124377,0.166297,,,,,,,,,0.273259,-0.238036,0.0800786,,-0.0223524,-0.207756,-0.232144,-0.231334,-0.0158254,,-0.028724,0.0110882,,,-0.0409163,0.0117167,0.076538,-0.0128109,-0.0263729,-0.00797549,0.0575677,-0.00944129,-0.076538,0.0128109,-0.00956224,0.021828,-0.0284718,-0.121127,0.028724,-0.0110882,0.121127,0.0781616,0.36189,1,-0.246619,0.134724,-0.303967,-0.506655,0.190397,0.353085,-0.436386,0.283962,0.210505,0.391515,-0.374042,0.374042,0.436386,-0.283962,-0.0613702,-0.358017,-0.0205818,0.136609,0.246619,-0.134724,0.255263,0.387798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0726164,-0.121127,-0.388714,-0.020243,0.073661,,0.0661756,0.121127,0.328273,0.184937,0.223933,,-0.085692,-0.121127,-0.433876,-0.020243,0.0818371,,-0.0464066,-0.121127,-0.242405,-0.184937,-0.422387,,0.0774172,0.121127,0.263098,0.020243,0.0493938,,0.0544845,0.121127,0.34959,0.184937,0.123864,-0.163497
current_month_pillar_heavenly_sin,0.0639758,0.0650541,0.0532604,0.0547198,0.0403298,,,-0.00474193,0.0924677,-0.0266729,0.0156979,-0.681445,-0.0541504,0.1177,0.651144,0.0685609,0.0993456,-0.0461791,-0.0937342,,,,,,,,,-0.0590124,0.087271,-0.137852,,0.00839579,0.0862373,0.0766191,0.0764378,-0.00474193,,0.0143352,0.0664487,,,0.10079,-0.0802366,-0.13129,-0.128447,0.024044,0.00860565,-0.0245847,-0.0112829,0.13129,0.128447,-0.0150788,-0.0345057,0.0116669,0.0240926,-0.0143352,-0.0664487,-0.0240926,-0.000449222,-0.687161,-0.246619,1,0.0209069,0.135513,0.609332,-0.0541504,-0.115196,0.119659,-0.0880074,-0.0641534,-0.108716,0.1177,-0.1177,-0.119659,0.0880074,0.0216,0.116274,0.647971,0.17867,-1,-0.0209069,-0.226377,-0.689681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0157305,0.0240926,0.123593,0.016039,0.107016,,-0.0280492,-0.0240926,0.121359,-0.0614999,-0.228535,,0.0453652,0.0240926,0.0533848,0.016039,0.0296173,,0.0107031,0.0240926,-0.317021,0.0614999,0.527893,,-0.0280522,-0.0240926,0.17796,-0.016039,-0.222677,,-0.024095,-0.0240926,-0.00297528,-0.0614999,-0.242141,0.0367756
current_month_pillar_heavenly_cos,-0.058311,-0.0578381,-0.0584679,-0.0692682,-0.0961059,,,-0.0205525,-0.0154627,0.0397093,-0.0166533,0.0565851,-0.0752528,0.0951158,-0.00560192,0.00405303,-0.0146514,-0.0484736,-0.03841,,,,,,,,,-0.0743393,0.0796381,0.05241,,-0.0173555,0.0805132,0.083563,0.0836711,-0.0205525,,-0.0279124,0.0139794,,,-0.00830187,-0.071606,0.032855,-0.0900825,-0.00495098,0.00379476,0.0420569,-0.0238588,-0.032855,0.0900825,7.01507e-05,-0.009005,-0.0288198,0.0671784,0.0279124,-0.0139794,-0.0671784,-0.0508855,0.0390474,0.134724,0.0209069,1,-0.672351,0.19151,-0.0752528,-0.0707321,0.16288,-0.081556,-0.0675676,-0.149067,0.0951158,-0.0951158,-0.16288,0.081556,0.0176918,0.0774397,-0.0255824,-0.208327,-0.0209069,-1,0.639547,-0.182578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0204559,0.0671784,-0.0231391,-0.0177062,-0.066134,,0.00751958,-0.0671784,-0.239643,-0.0430399,0.395381,,0.0120986,0.0671784,-0.0961351,-0.0177062,-0.0461164,,0.0552243,0.0671784,0.0605112,0.0430399,-0.150908,,-0.0287773,-0.0671784,0.224019,0.0177062,-0.0403324,,-0.0361437,-0.0671784,-0.221568,-0.0430399,0.277442,-0.0773474
current_month_pillar_earthly_sin,-0.243053,-0.239802,-0.248572,-0.237373,-0.112263,,,-0.00689348,0.0499974,-0.0415419,0.0915251,-0.142399,0.478595,-0.141962,0.10714,0.0110112,0.0514295,0.0698266,0.171417,,,,,,,,,-0.138615,-0.25452,-0.0859132,,0.0246957,-0.277322,-0.261103,-0.262243,-0.00689348,,0.0283201,0.00245143,,,0.0460107,0.0412962,-0.0724706,0.0601895,-0.00211587,0.0240109,-0.0437062,0.0240497,0.0724706,-0.0601895,0.0171825,-0.0154686,0.0276917,0.367935,-0.0283201,-0.00245143,-0.367935,-0.361088,-0.114593,-0.303967,0.135513,-0.672351,1,0.0101002,0.478595,-0.154497,0.0598923,0.351746,0.436513,0.299961,-0.141962,0.141962,-0.0598923,-0.351746,-0.479825,-0.0381486,0.0905453,0.292908,-0.135513,0.672351,-0.852782,0.0511705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00735531,0.367935,0.192698,-0.401206,-0.00480011,,-0.00827574,-0.367935,0.279647,0.390205,-0.37854,,-0.00191407,0.367935,0.270317,-0.401206,-0.0920541,,-0.0497774,0.367935,-0.113942,-0.390205,0.19031,,0.0299443,-0.367935,-0.356837,0.401206,0.171002,,0.0197648,-0.367935,0.215692,0.390205,-0.29219,-0.234178
current_month_pillar_earthly_cos,0.305193,0.305962,0.293409,0.296317,0.0135533,,,-0.00977545,0.0485845,-0.0379985,-0.0154098,-0.402108,-0.42002,0.64275,0.495197,0.0361045,0.0505357,-0.0170608,-0.609162,,,,,,,,,-0.360642,0.581311,-0.0728872,,-0.00238969,0.589637,0.576791,0.576527,-0.00977545,,0.0173154,0.0333433,,,0.0548376,-0.0647932,-0.0922099,-0.034273,0.0369762,0.00814703,-0.0383745,0.00923306,0.0922099,0.034273,-0.030204,-0.0221307,0.0176029,-0.187524,-0.0173154,-0.0333433,0.187524,0.226215,-0.358576,-0.506655,0.609332,0.19151,0.0101002,1,-0.42002,-0.540817,0.382651,-0.575681,-0.488181,-0.520647,0.64275,-0.64275,-0.382651,0.575681,0.342404,0.626654,0.465313,0.269912,-0.609332,-0.19151,-0.0223716,-0.886461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0294063,-0.187524,0.379712,0.355526,-0.0751827,,-0.02245,0.187524,-0.154772,-0.509642,-0.00373789,,0.0500369,-0.187524,0.317199,0.355526,-0.0977696,,0.0244372,-0.187524,-0.307486,0.509642,0.399445,,-0.0475706,0.187524,0.104154,-0.355526,-0.192737,,-0.0265724,0.187524,-0.286646,-0.509642,-0.0204934,0.288343
current_year_pillar_heavenly,-0.559034,-0.550137,-0.566401,-0.556195,-0.0978658,,,-0.0112164,0.0153569,0.0292271,0.106286,0.112639,1,-0.651761,-0.0121442,0.0256176,0.0191441,-0.00715603,0.631406,,,,,,,,,-0.0486587,-0.679296,0.0221853,,-0.00726955,-0.687842,-0.678524,-0.679587,-0.0112164,,-0.00710451,0.0290089,,,0.0163271,-0.00664661,0.00292739,0.00708275,-0.0292674,0.0358751,0.0289711,0.00114124,-0.00292739,-0.00708275,0.0376467,-0.0309683,-0.00875611,0.658026,0.00710451,-0.0290089,-0.658026,-0.694001,0.0895247,0.190397,-0.0541504,-0.0752528,0.478595,-0.42002,1,0.140781,-0.191986,0.916035,0.981417,0.814313,-0.651761,0.651761,0.191986,-0.916035,-0.940719,-0.484244,-0.0204965,-0.0719357,0.0541504,0.0752528,-0.433444,0.487205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00909765,0.658026,-0.239184,-0.82687,-0.0156296,,0.00352078,-0.658026,0.255154,0.92282,-0.137877,,-0.00445854,0.658026,-0.0588409,-0.82687,-0.0609822,,-0.0270696,0.658026,-0.119577,-0.92282,-0.172554,,0.0238479,-0.658026,-0.191061,0.82687,0.26612,,0.00753681,-0.658026,0.42457,0.92282,-0.106423,-0.547226
current_year_pillar_earthly,0.211196,0.220566,0.229202,0.230077,0.293777,,,0.0140738,0.00692507,-0.00142402,-0.0283486,0.0616482,0.140781,-0.842626,-0.144664,-0.00438272,0.0103114,-0.0601561,0.372714,,,,,,,,,0.72727,-0.32911,0.0930338,,-0.0370017,-0.346876,-0.321604,-0.319296,0.0140738,,-0.0145858,-0.000917336,,,0.00570444,0.0212637,0.0239421,-0.0138771,-0.0247922,-0.00857871,-0.00121509,-0.00404807,-0.0239421,0.0138771,0.0148419,-0.00757643,-0.0148784,-0.0784233,0.0145858,0.000917336,0.0784233,0.212408,0.0171448,0.353085,-0.115196,-0.0707321,-0.154497,-0.540817,0.140781,1,-0.631358,0.518516,0.294206,0.472058,-0.842626,0.842626,0.631358,-0.518516,-0.0294626,-0.93056,-0.134086,-0.0272724,0.115196,0.0707321,-0.192801,0.467908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0249918,-0.0784233,-0.334622,-0.140626,0.0980181,,0.0302594,0.0784233,0.171616,0.382101,-0.0492113,,-0.0302411,-0.0784233,-0.255493,-0.140626,0.058541,,-0.0198856,-0.0784233,0.0798025,-0.382101,-0.121459,,0.0371021,0.0784233,0.0387374,0.140626,0.106503,,0.0218392,0.0784233,0.263071,0.382101,-0.0834791,0.243498
current_year_pillar_heavenly_sin,-0.107082,-0.123575,-0.112082,-0.122439,-0.265213,,,-0.0140672,0.0312687,-0.0158609,0.106599,0.0469551,-0.191986,0.588078,0.13976,0.0148622,0.0274314,-0.0124779,0.00702161,,,,,,,,,-0.741387,0.355041,-0.0904542,,0.0346268,0.346682,0.34637,0.344085,-0.0140672,,0.0124823,0.0122353,,,0.0284853,0.0240782,-0.0265686,-0.0112278,0.0115376,-0.0304887,-0.0157413,-0.00322792,0.0265686,0.0112278,-0.0272494,0.0366795,0.012072,0.542348,-0.0124823,-0.0122353,-0.542348,-0.532288,0.0897035,-0.436386,0.119659,0.16288,0.0598923,0.382651,-0.191986,-0.631358,1,-0.356231,-0.200513,-0.725966,0.588078,-0.588078,-1,0.356231,-0.13098,0.561501,0.141887,0.0959519,-0.119659,-0.16288,0.177027,-0.460636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0168883,0.542348,0.363902,-0.258092,-0.104962,,0.000708388,-0.542348,-0.258795,-0.110567,0.130646,,-0.00528322,0.542348,0.360769,-0.258092,-0.0621389,,0.00319793,0.542348,0.187924,0.110567,0.152128,,-0.013098,-0.542348,-0.221483,0.258092,-0.136276,,0.0157686,-0.542348,-0.315692,-0.110567,0.117299,-0.138473
